activity_id,activity_name,activity_category,met_value,calories_per_kg_per_hour,intensity_level,is_cardio,equipment_needed,location,recommended_duration,recommended_frequency,diet_targets,calories_70kg_30min
3029,"Chinese square dance, aerobic dance",Chinese square dance,7.3,7.3,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",255.5
15535,"Rock climbing, ascending rock, high difficulty",Rock climbing,7.3,7.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",255.5
15652,"Squash, general",Squash,7.3,7.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",255.5
15395,"Horseback riding, canter or gallop",Horseback riding,7.3,7.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",255.5
15457,Kickboxing,Kickboxing,7.3,7.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",255.5
2070,"Rowing, stationary ergometer, general, vigorous effort",Rowing,7.3,7.3,Berat,True,Stationary bike,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",255.5
15113,"Boxing, punching bag, 60 b/min",Boxing,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
15530,"Racquetball, general (Taylor Code 470)",Racquetball,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
15546,"Rodeo sports, general, vigorous effort",Rodeo sports,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
15477,Netball,Netball,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
15450,Kickball,Kickball,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
17010,Backpacking (Taylor Code 050),Backpacking (Taylor Code 050),7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
15590,"Skating, roller (Taylor Code 360)",Skating,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
15020,"Badminton, competitive (Taylor Code 450)",Badminton,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
11840,"Walking or walk downstairs or standing,  carrying objects about 75 to 99 lbs ",Walking,7.0,7.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",245.0
15610,"Soccer, casual, general (Taylor Code 540)",Soccer,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
15060,"Basketball, officiating (Taylor Code 500)",Basketball,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
3086,"Polynesian dance, Hawaiian hula fast, Samoan sasa, Fijian style fast, Filipino Tinikling",Polynesian dance,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
2210,"High intensity interval exercise,  moderate effort",High intensity interval exercise,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
15731,"Wallyball, general",Wallyball,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
17035,"Climbing hills, no load, 6 to 10% grade, moderate-to-brisk pace",Climbing hills,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
15130,Broomball,Broomball,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
19075,"Skiing, general",Skiing,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
18160,"Jet skiing, driving, in water ",Jet skiing,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
18200,"Skindiving, scuba diving, general (Taylor Code 310) ",Skindiving,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
18320,"Swimming, sidestroke, general ",Swimming,7.0,7.0,Berat,True,Swimming pool,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",245.0
1016,"Bicycling, self-selected moderate pace",Cycling,7.0,7.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",245.0
19030,"Skating, ice, general (Taylor Code 360)",Skating,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
19060,"Ski jumping, climb up carrying skis",Ski jumping,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
11042,"Carpentry, general, heavy or vigorous effort ",Carpentry,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
17230,"Walking, 4.5 to 4.9 mph, level, firm surface, very, very brisk",Walking,7.0,7.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",245.0
19180,"Sledding, tobogganing, bobsledding, luge (Taylor Code 370)",Sledding,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
17142,"Using crutches, fast pace",Using crutches,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
18030,"Canoeing, portaging ",Canoeing,7.0,7.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",245.0
1014,"Bicycling, general",Cycling,7.0,7.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",245.0
1200,"Bicycling, stationary, general",Cycling,6.8,6.8,Berat,True,Stationary bike,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",238.0
1011,"Bicycling, to/from work, self selected pace",Cycling,6.8,6.8,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",238.0
16005,E-bike (electrically assisted) for transportation,Cycling,6.8,6.8,Berat,False,Bicycle,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",238.0
2205,"Native New Zealander PA, general, vigorous effort",Native New Zealander PA,6.8,6.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",238.0
1020,"Bicycling, 10-11.9 mph, leisure, slow, light effort",Cycling,6.8,6.8,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",238.0
19310,"Rollerskiing, 13 - 16.9 km/h, no incline",Rollerskiing,6.8,6.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",238.0
15675,"Tennis, general, moderate effort",Tennis,6.8,6.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",238.0
18208,"Scuba diving, recreational diver",Scuba diving,6.8,6.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",238.0
18221,"Surfboard, paddling",Surfboard,6.8,6.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",238.0
15595,"Skateboard, longboard, 13.3 km/h, slow speed",Skateboard,6.8,6.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",238.0
19080,"Skiing, cross country, 2.5 mph, slow or light effort, ski walking",Skiing,6.8,6.8,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",238.0
1080,E-bike (electrically assisted) without electronic support,Cycling,6.8,6.8,Berat,False,Bicycle,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",238.0
3012,"Ballet, modern, or jazz, performance, vigorous effort ",Ballet,6.8,6.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",238.0
18369,"Water walking, vigorous effort, brisk pace ",Water walking,6.8,6.8,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",238.0
1224,"Bicycling, stationary, 101-125 watts",Cycling,6.8,6.8,Berat,True,Stationary bike,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",238.0
2110,"Teaching exercise classes (e.g., aerobic, water)",Teaching exercise classes (e.g.,6.8,6.8,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",238.0
2080,"Ski machine, general",Ski machine,6.8,6.8,Berat,False,Exercise machine,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",238.0
17131,"Stair climbing, general ",Stair climbing,6.8,6.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",238.0
11244,"Fire fighter, rescue victim, automobile  accident, using pike pole ",Fire fighter,6.8,6.8,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",238.0
17364,"Walking, treadmill, 4.5 to 4.9 mph (7.2 to 7.9 km/h), 0% grade",Walking,6.8,6.8,Berat,True,Treadmill,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",238.0
11766,"Truck driving, loading and unloading truck,  tying down load, standing, walking and  carrying heavy loads",Truck driving,6.5,6.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",227.5
5132,"Scrubbing floors, on hands and knees, scrubbing bathroom, bathtub, vigorous effort",Scrubbing floors,6.5,6.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",227.5
15444,"Kendu, kihon-keiko style, moderate intensity",Kendu,6.5,6.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",227.5
15506,Prusik climbing,Prusik climbing,6.5,6.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",227.5
17045,"Climbing hills, 10 to 20 lb load, 5 to 10% grade, moderate ",Climbing hills,6.5,6.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",227.5
8020,"Chopping wood, splitting logs, vigorous effort",Chopping wood,6.5,6.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",227.5
11570,"Shoveling, 10 to 15 lbs/minute, vigorous effort ",Shoveling,6.5,6.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",227.5
12408,"Running/jogging, curved treadmill, 4.0 to 4.9 mph",Running,6.5,6.5,Berat,True,Treadmill,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",227.5
12028,"Running, 4 to 4.2 mph (13 min/mile)",Running,6.5,6.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",227.5
18374,"Water running, 30 steps/min, slow",Water running,6.5,6.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",227.5
2310,"Zumba, group class",Zumba,6.5,6.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",227.5
18224,"Stand up paddle boarding, general ",Stand up paddle boarding,6.5,6.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",227.5
17019,"Carrying 50 to 150 pound load (e.g., equine or bovine feed, fence pipes, furniture), level ground, moderate pace",Carrying 50 to 150 pound load (e.g.,6.5,6.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",227.5
17110,Race walking,Race walking,6.5,6.5,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",227.5
11477,"Manual or unskilled labor, general, vigorous effort ",Manual or unskilled labor,6.5,6.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",227.5
2057,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), high intensity",Body weight resistance exercises (e.g.,6.5,6.5,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",227.5
18424,"Aquatic cycling, 75 W, 60-70 RPM",Aquatic cycling,6.3,6.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",220.5
18428,"Aquatic cycling, 100 W, 40-50 RPM",Aquatic cycling,6.3,6.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",220.5
11886,"Soldiers, military loaded marching, varying terrain, 25-40 kg load ",Soldiers,6.3,6.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",220.5
11110,"Coal mining, shoveling coal, by hand ",Coal mining,6.3,6.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",220.5
11780,"Using heavy power tools such as pneumatic  tools (e.g., jackhammers, drills, etc.)",Using heavy power tools such as pneumatic  tools (e.g.,6.3,6.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",220.5
15700,"Trampoline, recreational",Trampoline,6.3,6.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",220.5
15562,"Rugby, touch, non-competitive",Rugby,6.3,6.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",220.5
19160,"Skiing, downhill, alpine or snowboarding, moderate effort, general, active time only",Skiing,6.3,6.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",220.5
8030,"Clearing land, haul brush, undergrowth, or ground, vigorous effort",Clearing land,6.3,6.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",220.5
3091,"Salsa dancing, to a video",Salsa dancing,6.3,6.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",220.5
3011,"Ballet exercises (plie, tendus, jetes, rond de Jambes, fondus, grand battement, grand adage, sautes, temp Leve's)",Ballet exercises (plie,6.3,6.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",220.5
16035,Pulling rickshaw,Pulling rickshaw,6.3,6.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",220.5
8080,Laying crushed rock or gravel,Laying crushed rock or gravel,6.3,6.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",220.5
11400,"Horse racing, Jockey, trotting ",Horse racing,6.3,6.3,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",220.5
3042,"Ballroom Dance, Recreational (Waltz, Foxtrot, Cha-cha, Swing)",Ballroom Dance,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
15500,"Paddleball, casual, general (Taylor Code 460)",Paddleball,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
1220,"Bicycling, stationary, 90-100 watts,  moderate to vigorous",Cycling,6.0,6.0,Berat,True,Stationary bike,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",210.0
18416,"Aquatic cycling,  50 W, 60-70 RPM",Aquatic cycling,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
11030,"Building road, driving heavy machinery ",Building road,6.0,6.0,Berat,False,Exercise machine,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
4110,"Hunting, pheasants or grouse (Taylor Code 680)",Hunting,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
1084,E-bike (electrically assisted) with light electronic support,Cycling,6.0,6.0,Berat,False,Bicycle,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
2032,"Circuit training, body weight exercises",Circuit training,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
15138,"Cheerleading, gymnastic moves, competitive",Cheerleading,6.0,6.0,Berat,False,None,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
2145,"Video, exercise workouts, TV conditioning programs (e.g., cardio-resistance training), vigorous",Video,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
15190,"Drag racing, pushing or driving a car",Drag racing,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
15200,"Fencing, general",Fencing,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
6050,"Carpentry, outside house, (Taylor Code 640)",Carpentry,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
15050,"Basketball, non-game, general (Taylor Code 480)",Basketball,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
6070,"Carpentry, sawing hardwood, planing and drilling wood, moderate-to-vigorous effort",Carpentry,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
4050,"Fishing in stream, in waders (Taylor Code 670)",Fishing in stream,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
19010,"Moving icehouse, set up/drill holes",Moving icehouse,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
6128,"Home repair, general, vigorous effort",Home Activities,6.0,6.0,Berat,False,None,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
17080,"Hiking, cross country (Taylor Code 040)",Hiking,6.0,6.0,Berat,True,None,Outdoor,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",210.0
4080,"Hunting, deer, elk, large game (Taylor Code 170)",Hunting,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
2050,"Resistance (weight lifting - free weight, nautilus or universal-type), power lifting or body building, vigorous effort (Taylor Code 210)",Resistance (weight lifting - free weight,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
8110,"Mowing lawn, hand mower, vigorous effort (Taylor Code 570)",Mowing lawn,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
6180,Roofing,Roofing,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
15403,"Horseback riding, reining",Horseback riding,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
5045,"Butchering animals, large, vigorous effort",Butchering animals,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
16040,Pushing plane in and out of hangar,Pushing plane in and out of hangar,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
17320,"Walking, backward, 3.5 mph, level",Walking,6.0,6.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",210.0
11892,"Military activities, arterial field preparation, digging defensive positions",Military activities,6.0,6.0,Berat,False,None,Outdoor,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
15680,"Tennis, doubles (Taylor Code 430)",Tennis,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
15711,"Volleyball, competitive, in gymnasium",Volleyball,6.0,6.0,Berat,False,None,Indoor,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
17027,"Carrying load, 16 to 24 lb load, upstairs",Carrying load,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
15674,"Tai chi chuan, Yang style",Tai chi chuan,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
15640,"Softball, pitching",Softball,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
15730,"Wrestling, competitive (one match = 5 minutes)",Wrestling,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
8262,"Yardwork, general, vigorous effort",Yardwork,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
18150,"Skiing, water or wake boarding (Taylor Code 220) ",Skiing,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
15733,"Track and field (e.g., high jump, long jump, triple jump, javelin, pole vault)",Track and field (e.g.,6.0,6.0,Berat,False,None,Outdoor,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
3005,"Afro-Cuban salsa (Cuban cha-cha-cha, mambo, Afro rumba, contratiempo son steps, orisha/santo movements)",Afro-Cuban salsa (Cuban cha-cha-cha,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
2090,"Slimnastics, jazzercise",Slimnastics,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
8200,"Shoveling snow, by hand (Taylor Code 610)",Shoveling snow,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
15582,"Skateboarding, competitive, vigorous effort",Skateboarding,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
11887,"Soldiers, walking, 2.8 mph, 5% grade, up to 21.5 kg load",Soldiers,6.0,6.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",210.0
8256,"Wheel barrow, pushing large garden cart or heavy wheelbarrow up to 150kg",Wheel barrow,6.0,6.0,Berat,False,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, muscle_tone",210.0
18310,"Swimming, leisurely, not lap swimming, general ",Swimming,6.0,6.0,Berat,True,Swimming pool,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",210.0
12010,Jog/walk combination (jogging component of less than 10 minutes) (Taylor Code 180),Jog/walk combination (jogging component of less than 10 minutes) (Taylor Code 180),6.0,6.0,Berat,True,None,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",210.0
18300,"Swimming, lake, ocean, river (Taylor Codes 280,  295) ",Swimming,6.0,6.0,Berat,True,Swimming pool,Both,15-30 menit,2-3 kali/minggu,"weight_loss, cardiovascular_health, muscle_tone",210.0
12352,"Running downhill, 5.0 to 5.9 mph, -10% to -15%",Running,5.8,5.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",203.0
1013,"Bicycling, on dirt or farm road, moderate pace",Cycling,5.8,5.8,Sedang,True,None,Outdoor,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",203.0
21019,"Walk/run play with children, vigorous, only active periods",Walk/run play with children,5.8,5.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,203.0
18204,"Scuba diving, general, moderate effort",Scuba diving,5.8,5.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,203.0
14010,"Active, vigorous effort",Active,5.8,5.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,203.0
15390,"Horseback riding, trotting",Horseback riding,5.8,5.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,203.0
15135,"Children’s games, adults playing  (e.g., hopscotch, 4-square, dodge ball, playground apparatus, t-ball,  tetherball, marbles, jacks, arcade games), moderate effort",Children’s games,5.8,5.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,203.0
15537,"Rock climbing, ascending or traversing rock, low-to-moderate difficulty",Rock climbing,5.8,5.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,203.0
3085,"Polynesian dance, Hawaiian hula slow, Maori haka, Tongan",Polynesian dance,5.8,5.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,203.0
17438,"Walking, treadmill, 2.5 mph, 0% grade, -10 to 0 degrees C, 40 lb (18.2 kg) load",Walking,5.8,5.8,Sedang,True,Treadmill,Indoor,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",203.0
17361,"Walking, treadmill, 4.0 to 4.4 mph (6.4 to 7.1 km/h), 0% grade",Walking,5.8,5.8,Sedang,True,Treadmill,Indoor,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",203.0
15110,"Boxing, punching bag",Boxing,5.8,5.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,203.0
1218,"Bicycling, stationary, 70-80 watts",Cycling,5.8,5.8,Sedang,True,Stationary bike,Indoor,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",203.0
2230,Hooping (formerly known as hula® hooping),Hooping (formerly known as hula® hooping),5.8,5.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,203.0
2055,"Resistance Training, circuit, reciprocol supersets, peripheral hear action training",Resistance Training,5.8,5.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,203.0
8060,"Gardening with heavy power tools, using chain saw, tilling a garden",Yard Work,5.8,5.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,203.0
1019,"Bicycling, leisure, 9.4 mph",Cycling,5.8,5.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",203.0
5120,"Moving furniture, household items, carrying boxes",Moving furniture,5.8,5.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,203.0
18050,"Canoeing, rowing, 4.0-5.9 mph, moderate effort ",Canoeing,5.8,5.8,Sedang,True,Rowing machine,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",203.0
15062,"Basketball, officiating",Basketball,5.8,5.8,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,203.0
5180,"Walking/running, playing with child(ren), vigorous effort, only active periods",Walking,5.8,5.8,Sedang,True,None,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",203.0
18240,"Swimming laps, freestyle, slow, recreational ",Swimming,5.8,5.8,Sedang,True,Swimming pool,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",203.0
18292,"Swimming, crawl, slow speed, 30-45 yards/minute, moderate effort  ",Swimming,5.8,5.8,Sedang,True,Swimming pool,Both,30-45 menit,3-5 kali/minggu,"cardiovascular_health, muscle_tone",203.0
3093,"Square Dancing, American Western, country",Square Dancing,5.5,5.5,Sedang,False,None,Both,30-45 menit,3-5 kali/minggu,muscle_tone,192.5
